,symptom,expected_disease,gpt-4o-mini,gemini-1.5-flash,gpt-4o-mini_accuracy1,gpt-4o-mini_accuracy2,gpt-4o-mini_accuracy_overall,gemini-1.5-flash_accuracy1,gemini-1.5-flash_accuracy2,gemini-1.5-flash_accuracy_overall
604,"I have joint pain, vomiting, fatigue, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes.",hepatitis d,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [more_info]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. liver failure - [more_info]
5. pancreatitis - [more_info]
6. gallstones - [more_info]


**note:** the symptoms described are indicative of several conditions affecting the liver and/or pancreas.  further investigation (blood tests, imaging) is crucial to determine the underlying cause.  the above are possibilities based on the information provided; none can be confirmed or ruled out without additional medical evaluation.
",0,0,0,0,0,0
605,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [also_possible]
4. viral hemorrhagic fever - [more_info]","1. acute liver failure - [true]
2. hepatitis a - [also_possible]
3. hepatitis b - [also_possible]
4. hepatitis c - [also_possible]
5. leptospirosis - [more_info]
6. autoimmune hepatitis - [more_info]
",0,0,0,0,0,0
606,"I have chills, vomiting, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum.",tuberculosis,"1. tuberculosis - [true]
2. hepatitis - [true]
3. pneumonia - [also_possible]
4. malaria - [false]
5. lung cancer - [false]","1. tuberculosis - [possible]
2. pneumonia - [possible]
3. lung cancer - [possible]
4. covid-19 - [possible]
5. malaria - [false] (while fever and chills are present,  jaundice and lymph node swelling are less consistent with malaria)

**note:**  the presence of blood in sputum and chest pain significantly increases the concern for serious conditions like tuberculosis and lung cancer.  the combination of symptoms warrants immediate medical attention. this is not a diagnosis and should be confirmed by a medical professional through appropriate testing.
",1,1,1,1,1,1
607,"I have chills, vomiting, fatigue, weight loss, cough, high fever, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum.",tuberculosis,"1. tuberculosis - [true]
2. hepatitis - [true]
3. pneumonia - [also_possible]
4. malaria - [false]
5. hiv/aids - [false]","1. tuberculosis - [more_info]
2. pneumonia - [more_info]
3. influenza - [more_info]
4. covid-19 - [more_info]
5.  lung cancer - [more_info]
6.  hepatitis - [more_info]

**note:** the symptoms presented could indicate several serious conditions.  the presence of blood in sputum is particularly concerning and warrants immediate medical attention.  this response is for informational purposes only and should not be considered a diagnosis.  a proper diagnosis can only be made by a qualified medical professional after a thorough examination and testing.
",1,1,1,1,1,1
608,"I have continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [more_info]","1. influenza - [also_possible]
2. covid-19 - [true]
3. acute bacterial rhinosinusitis - [true]
4. common cold - [false]

**reasoning:**

the symptoms presented strongly suggest a viral respiratory infection.  the combination of high fever, cough, muscle pain, loss of smell, and significant systemic symptoms (malaise, fatigue, headache) makes influenza and covid-19 highly likely.  the presence of significant sinus pressure, congestion, and phlegm also points towards a bacterial sinus infection, which often co-occurs with viral upper respiratory infections.  the common cold is less likely given the severity and range of symptoms.  while it's impossible to definitively diagnose without testing, the most probable diagnoses are listed with the appropriate flags.  further testing is needed to differentiate between covid-19 and influenza and to confirm acute bacterial rhinosinusitis.
",0,0,0,0,0,1
609,"I have pain during bowel movements, pain in anal region, bloody stool, irritation in anus.",dimorphic hemmorhoids(piles),"1. hemorrhoids - [true]
2. anal fissure - [true]
3. inflammatory bowel disease (ibd) - [also_possible]
4. colorectal cancer - [more_info]","1. hemorrhoids - [true]
2. anal fissure - [also_possible]
3. crohn's disease - [more_info]
4. colorectal cancer - [more_info]
",0,0,0,0,0,0
610,"I have constipation, pain during bowel movements, pain in anal region, bloody stool, irritation in anus.",dimorphic hemmorhoids(piles),"1. hemorrhoids - [true]
2. anal fissure - [true]
3. colorectal cancer - [also_possible]
4. inflammatory bowel disease (ibd) - [more_info]","1. hemorrhoids - [true]
2. anal fissure - [also_possible]
3. colorectal cancer - [more_info]
",0,0,0,0,0,0
611,"I have fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation.",hypothyroidism,"1. hypothyroidism - [true]
2. cushing's syndrome - [also_possible]
3. depression - [false]
4. anemia - [false]","1. hypothyroidism - [true]
2. cushing's syndrome - [also_possible]
3. polycystic ovary syndrome (pcos) - [true]
",1,1,1,1,1,1
612,"I have fatigue, weight gain, cold hands and feets, mood swings, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation.",hypothyroidism,"1. hypothyroidism - [true]
2. cushing's syndrome - [also_possible]
3. depression - [true]
4. polycystic ovary syndrome (pcos) - [also_possible]
5. anemia - [false]","1. hypothyroidism - [true]
2. cushing's syndrome - [also_possible]
3. polycystic ovary syndrome (pcos) - [true]
",1,1,1,1,1,1
613,"I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. depression - [also_possible]
3. anxiety disorder - [also_possible]
4. adrenal insufficiency - [false]
5. diabetes mellitus - [false]","1. hyperthyroidism - [true]
2. anxiety disorder - [also_possible]
3. diabetes mellitus type 1 - [more_info]
4. grave's disease - [more_info]

",1,1,1,1,1,1
614,"I have joint pain, neck pain, knee pain, swelling joints, painful walking.",osteoarthristis,"1. rheumatoid arthritis - [true]
2. osteoarthritis - [also_possible]
3. gout - [false]
4. psoriatic arthritis - [false]
5. fibromyalgia - [false]","1. osteoarthritis - [true]
2. rheumatoid arthritis - [also_possible]
3. gout - [more_info]
",0,0,0,0,0,0
615,"I have muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking.",arthritis,"1. rheumatoid arthritis - [true]
2. polymyalgia rheumatica - [true]
3. meningitis - [more_info]
4. fibromyalgia - [also_possible]","1. polymyalgia rheumatica - [possible]
2. rheumatoid arthritis - [possible]
3. fibromyalgia - [possible]
4. lyme disease - [possible]


**note:**  this is not a diagnosis.  the symptoms described could be indicative of several conditions.  a proper diagnosis requires a thorough medical examination, including blood tests, imaging studies (such as x-rays or mri), and possibly other diagnostic procedures.  the patient should seek immediate medical attention.
",1,1,1,0,1,1
616,"I have muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking.",arthritis,"1. rheumatoid arthritis - [true]
2. polymyalgia rheumatica - [true]
3. meningitis - [false]
4. fibromyalgia - [also_possible]","1. rheumatoid arthritis - [true]
2. polymyalgia rheumatica - [also_possible]
3. fibromyalgia - [more_info]
",1,1,1,1,1,1
617,"I have skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails.",psoriasis,"1. psoriasis - [true]
2. psoriatic arthritis - [true]
3. eczema - [false]
4. dermatitis - [false]
5. nail psoriasis - [true]","1. psoriasis - [true]
2. rheumatoid arthritis - [also_possible]
3. lupus - [more_info]
",1,1,1,1,1,1
618,"I have skin rash, high fever, blister, red sore around nose, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. herpes simplex virus (cold sores) - [also_possible]
3. chickenpox - [false]
4. eczema - [false]
5. shingles - [false]","1. impetigo - [true]
2. staphylococcal scalded skin syndrome (ssss) - [also_possible]
3. cellulitis - [more_info]
",1,1,1,1,1,1
619,"I have constipation, pain during bowel movements, pain in anal region, bloody stool, irritation in anus.",dimorphic hemmorhoids(piles),"1. hemorrhoids - [true]
2. anal fissure - [true]
3. colorectal cancer - [also_possible]
4. inflammatory bowel disease (ibd) - [more_info]","1. hemorrhoids - [true]
2. anal fissure - [also_possible]
3. colorectal cancer - [more_info]
4. inflammatory bowel disease (ibd) - [more_info]
",0,0,0,0,0,0
620,"I have vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness.",(vertigo) paroymsal  positional vertigo,"1. vestibular neuritis - [true]
2. meniere's disease - [also_possible]
3. migraine associated vertigo - [true]
4. labyrinthitis - [more_info]","1. vestibular neuronitis - [more_info]
2. labyrinthitis - [more_info]
3. meniere's disease - [more_info]
4. migraine-associated vertigo - [more_info]
5. benign paroxysmal positional vertigo (bppv) - [more_info]
",0,0,0,0,0,0
621,"I have burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine.",urinary tract infection,"1. urinary tract infection (uti) - [true]
2. bladder infection (cystitis) - [true]
3. kidney infection (pyelonephritis) - [also_possible]
4. interstitial cystitis - [more_info]","1. urinary tract infection (uti) - [true]
2. interstitial cystitis/bladder pain syndrome (ic/bps) - [also_possible]
3. prostatitis (if male patient) - [more_info]
4. bladder stones - [more_info]
5. diabetes - [more_info]

",1,1,1,1,1,1
622,"I have itching, skin rash, stomach pain, burning micturition, spotting urination.",drug reaction,"1. urinary tract infection (uti) - [true]
2. allergic reaction - [true]
3. skin infection - [also_possible]
4. gastroenteritis - [false]","1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) (e.g., chlamydia, gonorrhea) - [also_possible]
3. allergic reaction - [true]
4. crohn's disease - [more_info]

",0,0,0,0,0,0
623,"I have stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain.",gerd,"1. gastroesophageal reflux disease (gerd) - [true]
2. peptic ulcer disease - [true]
3. esophagitis - [also_possible]
4. oral thrush - [more_info]
5. pneumonia - [false]
6. myocardial infarction - [false]","1. gastritis - [true]
2. gastroesophageal reflux disease (gerd) - [also_possible]
3. peptic ulcer disease - [true]
4. pneumonia - [more_info]
5. lung cancer - [more_info]
6. esophageal cancer - [more_info]

**note:**  this is a preliminary assessment based on limited information. the symptoms described could be indicative of several conditions.  further investigation, including physical examination and diagnostic tests (e.g., endoscopy, blood tests, imaging studies), are crucial for accurate diagnosis and appropriate treatment.  the presence of ulcers on the tongue warrants further investigation to determine the cause.  chest pain, in particular, requires prompt medical attention to rule out serious cardiac conditions.
",1,1,1,0,1,1
624,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. cholecystitis - [false]
4. pancreatitis - [false]
5. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. pancreatitis - [more_info]
5. cholangitis - [more_info]
",0,0,0,0,0,0
625,"I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. depression - [also_possible]
3. anxiety disorder - [also_possible]
4. adrenal insufficiency - [false]
5. diabetes mellitus - [false]","1. hyperthyroidism - [true]
2. diabetes type 1 - [also_possible]
3. anxiety disorder - [more_info]
",1,1,1,1,1,1
626,"I have continuous sneezing, shivering, chills, watering from eyes.",allergy,"1. allergic rhinitis - [true]
2. common cold - [true]
3. influenza - [also_possible]
4. covid-19 - [more_info]","1. common cold - [also_possible]
2. influenza - [also_possible]
3. allergies - [also_possible]
4. covid-19 - [more_info]

**note:**  the symptoms provided are common to several respiratory illnesses. further information, such as fever, cough, body aches, loss of taste/smell (for covid-19), and duration of symptoms, is needed to narrow down the possibilities.  a medical professional should be consulted for proper diagnosis and treatment.
",0,0,0,0,0,0
627,"I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. depression - [also_possible]
3. anxiety disorder - [also_possible]
4. adrenal insufficiency - [false]
5. diabetes mellitus - [false]","1. hyperthyroidism - [true]
2. diabetes type 1 - [also_possible]
3. anxiety disorder - [more_info]
",1,1,1,1,1,1
628,"I have chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain.",malaria,"1. influenza - [true]
2. gastroenteritis - [true]
3. malaria - [also_possible]
4. covid-19 - [also_possible]
5. dengue fever - [more_info]","1. influenza - [also_possible]
2. gastroenteritis - [also_possible]
3. typhoid fever - [more_info]
4. malaria - [more_info]
5. dengue fever - [more_info]

**note:**  the symptoms provided are common to many illnesses.  more information (e.g., travel history, recent exposures, blood tests) is needed to differentiate between these possibilities.  the high fever, chills, and muscle pain suggest a systemic infection, while the vomiting, diarrhea, and nausea point towards a gastrointestinal component.  this combination makes influenza, gastroenteritis, and other possibilities difficult to rule out without further information.
",0,0,1,0,0,1
629,"I have vomiting, breathlessness, sweating, chest pain.",heart attack,"1. myocardial infarction (heart attack) - [true]
2. pulmonary embolism - [true]
3. gastroenteritis - [false]
4. panic attack - [also_possible]","1. myocardial infarction (heart attack) - [possible]
2. pericarditis - [possible]
3. pleurisy - [possible]
4. pulmonary embolism - [possible]
5. anxiety attack/panic attack - [possible]

**note:**  the symptoms provided are non-specific and could indicate a variety of serious conditions.  this is not a diagnosis.  immediate medical attention is required.  this list represents potential possibilities based on the limited information provided and should be evaluated by a medical professional.
",1,1,1,1,1,1
630,"I have joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking.",osteoarthristis,"1. rheumatoid arthritis - [true]
2. osteoarthritis - [true]
3. gout - [false]
4. psoriatic arthritis - [also_possible]
5. fibromyalgia - [false]","1. osteoarthritis - [true]
2. rheumatoid arthritis - [also_possible]
3. gout - [more_info]
",0,0,0,0,0,0
631,"I have stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain.",gerd,"1. gastroesophageal reflux disease (gerd) - [true]
2. peptic ulcer disease - [true]
3. esophagitis - [also_possible]
4. gastritis - [true]
5. oral thrush - [false]
6. pneumonia - [false]
7. myocardial infarction - [false]","1. gastritis - [true]
2. peptic ulcer disease - [also_possible]
3. gastroesophageal reflux disease (gerd) - [true]
4. pneumonia - [more_info]
5. esophageal cancer - [more_info]
",1,1,1,0,0,1
632,"I have itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes.",chronic cholestasis,"1. hepatitis - [true]
2. jaundice - [true]
3. liver cirrhosis - [also_possible]
4. gallbladder disease - [false]
5. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. cholangitis - [more_info]
5. pancreatitis - [more_info]
6. gallstones - [more_info]
",0,0,0,0,0,0
633,"I have chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain.",malaria,"1. influenza - [true]
2. gastroenteritis - [true]
3. malaria - [also_possible]
4. covid-19 - [also_possible]
5. dengue fever - [more_info]","1. influenza - [also_possible]
2. gastroenteritis - [also_possible]
3. typhoid fever - [more_info]
4. malaria - [more_info]
5. dengue fever - [more_info]

**reasoning:** the symptoms (chills, vomiting, high fever, sweating, headache, nausea, diarrhea, muscle pain) are common to several illnesses.  influenza and gastroenteritis are highly prevalent and present with overlapping symptoms.  typhoid, malaria, and dengue are possibilities given the fever and other systemic symptoms, but require further investigation (blood tests, etc.) to confirm or rule out.  since influenza and gastroenteritis are more common, they are marked as possible, while the others remain as needing more information.
",0,0,1,0,0,1
634,"I have skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body.",dengue,"1. dengue fever - [true]
2. zika virus - [also_possible]
3. chikungunya - [also_possible]
4. measles - [false]
5. scarlet fever - [false]","1. dengue fever - [true]
2. zika virus - [also_possible]
3. influenza - [more_info]
4. rocky mountain spotted fever - [more_info]
5. typhoid fever - [more_info]

**note:**  the symptoms described are consistent with several infectious diseases.  more information, including location, travel history, and blood test results, are needed to reach a definitive diagnosis.  the presence of a rash and other symptoms makes dengue fever and zika virus more likely initially, but further investigation is crucial.  influenza, rocky mountain spotted fever, and typhoid fever are also possible, depending on the specifics of the case.
",1,1,1,1,1,1
635,"I have itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body.",chicken pox,"1. dengue fever - [true]
2. measles - [true]
3. chickenpox - [also_possible]
4. scarlet fever - [false]
5. lyme disease - [false]","1. measles - [true]
2. rubella - [also_possible]
3. scarlet fever - [more_info]
4. infectious mononucleosis - [more_info]
",0,0,0,0,0,0
636,"I have fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf.",varicose veins,"1. chronic venous insufficiency - [true]
2. deep vein thrombosis - [also_possible]
3. obesity hypoventilation syndrome - [false]
4. thrombocytopenia - [more_info]","1. venous insufficiency - [true]
2. deep vein thrombosis (dvt) - [also_possible]
3. lymphedema - [more_info]
4.  heart failure - [more_info]
",0,0,0,0,0,0
637,"I have itching, skin rash, stomach pain, burning micturition, spotting urination.",drug reaction,"1. urinary tract infection (uti) - [true]
2. allergic reaction - [true]
3. skin infection - [also_possible]
4. gastroenteritis - [false]
5. sexually transmitted infection (sti) - [more_info]","1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) (e.g., chlamydia, gonorrhea) - [also_possible]
3. allergic reaction - [true]
4. gastroenteritis - [true]

",0,0,0,0,0,0
638,"I have chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain.",typhoid,"1. typhoid fever - [true]
2. gastroenteritis - [also_possible]
3. viral hemorrhagic fever - [more_info]","1. typhoid fever - [true]
2. gastroenteritis - [also_possible]
3. influenza - [more_info]
",1,1,1,1,1,1
639,"I have vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations.",hypoglycemia,"1. diabetes mellitus - [true]
2. hyperglycemia - [true]
3. stroke - [also_possible]
4. anxiety disorder - [false]
5. migraine - [false]","1. hypoglycemia - [true]
2. anxiety disorder - [also_possible]
3. stroke - [more_info]
4. migraine - [more_info]
",0,0,0,1,1,1
640,"I have itching, skin rash, stomach pain, burning micturition, spotting urination.",drug reaction,"1. urinary tract infection (uti) - [true]
2. allergic reaction - [true]
3. skin infection - [also_possible]
4. gastroenteritis - [false]
5. sexually transmitted infection (sti) - [more_info]","1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) (e.g., chlamydia, gonorrhea) - [also_possible]
3. allergic reaction - [true]
4. crohn's disease - [more_info]

",0,0,0,0,0,0
641,"I have fatigue, cough, high fever, breathlessness, family history, mucoid sputum.",bronchial asthma,"1. pneumonia - [true]
2. tuberculosis - [true]
3. chronic obstructive pulmonary disease (copd) - [false]
4. asthma - [false]
5. lung cancer - [also_possible]","1. influenza - [also_possible]
2. pneumonia - [true]
3. tuberculosis - [more_info]
4. covid-19 - [more_info]

**reasoning:**

the combination of fatigue, cough, high fever, breathlessness, and mucoid sputum points towards a respiratory infection. pneumonia is a strong possibility given these symptoms.  influenza shares similar symptoms, making it also possible. tuberculosis and covid-19 also present with overlapping symptoms and require further investigation (hence [more_info]).  a family history might increase the likelihood of certain genetic predispositions,  but more information is needed to assess its impact on specific diseases.  more information, including diagnostic tests (e.g., chest x-ray, blood tests, sputum culture) is needed to confirm or rule out these conditions definitively.
",0,0,0,0,0,0
642,"I have acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances.",migraine,"1. diabetes mellitus - [true]
2. migraine - [true]
3. hypertension - [also_possible]
4. gastroesophageal reflux disease (gerd) - [true]
5. anxiety disorder - [false]","1. diabetes - [more_info]
2. multiple sclerosis - [more_info]
3. hyperthyroidism - [more_info]
4. migraine - [more_info]
5. depression - [more_info]

**note:**  the symptoms provided are non-specific and could be indicative of many different conditions.  the above list represents possibilities based on the reported symptoms, but further investigation (including blood tests, imaging, and a thorough physical examination) is absolutely necessary to arrive at an accurate diagnosis.  none of these can be confirmed or ruled out based solely on the given information.
",0,1,1,0,0,1
643,"I have vomiting, breathlessness, sweating, chest pain.",heart attack,"1. myocardial infarction (heart attack) - [true]
2. pulmonary embolism - [true]
3. gastroenteritis - [false]
4. panic attack - [also_possible]","1. myocardial infarction - [possible]
2. pneumonia - [possible]
3. pleurisy - [possible]
4. pericarditis - [possible]
5. pulmonary embolism - [possible]

**note:**  the symptoms provided are non-specific and could indicate a number of serious conditions.  this is not a diagnosis, and immediate medical attention is required.  the above list represents possibilities based on the given information; further investigation is crucial.
",1,1,1,0,0,0
644,"I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. adrenal insufficiency - [also_possible]
3. diabetes mellitus - [also_possible]
4. depression - [false]
5. anxiety disorder - [false]","1. hyperthyroidism - [true]
2. diabetes - [also_possible]
3. anxiety - [more_info]
",1,1,1,1,1,1
645,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. multiple sclerosis - [true]
2. spinal cord injury - [also_possible]
3. cervical spondylosis - [false]
4. stroke - [false]
5. peripheral neuropathy - [false]","1. multiple sclerosis - [more_info]
2. spinal cord compression - [more_info]
3. cervical spondylosis - [more_info]
4. stroke - [more_info]
5. vitamin b12 deficiency - [more_info]

",0,0,1,0,0,1
646,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [also_possible]
4. viral infection - [more_info]","1. acute liver failure - [true]
2. hepatitis a - [also_possible]
3. hepatitis b - [also_possible]
4. hepatitis c - [also_possible]
5. leptospirosis - [also_possible]
6. pancreatitis - [also_possible]
",0,0,0,0,0,0
647,"I have joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking.",osteoarthristis,"1. rheumatoid arthritis - [true]
2. osteoarthritis - [true]
3. gout - [false]
4. psoriatic arthritis - [also_possible]
5. fibromyalgia - [false]","1. osteoarthritis - [true]
2. rheumatoid arthritis - [also_possible]
3. gout - [more_info]
",0,0,0,0,0,0
648,"I have muscle wasting, patches in throat, high fever, extra marital contacts.",aids,"1. hiv/aids - [true]
2. tuberculosis - [true]
3. syphilis - [also_possible]
4. cancer (e.g., lymphoma) - [more_info]","1. hiv - [more_info]
2.  tuberculosis - [more_info]
3.  amyotrophic lateral sclerosis (als) - [more_info]
4.  syphilis - [more_info]

**note:**  the information provided suggests several possibilities, but definitive diagnosis requires further investigation including physical examination, blood tests, imaging studies and potentially other specialized tests.  the extra-marital contact is relevant to the possibility of sexually transmitted infections (stis) like syphilis and hiv.  muscle wasting, patches in the throat, and high fever could indicate various conditions, including infections (like tuberculosis) or neurological diseases (like als).  this response is for illustrative purposes only and not a substitute for professional medical advice.
",1,1,1,0,0,0
649,"I have vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations.",hypoglycemia,"1. diabetes mellitus - [true]
2. hyperglycemia - [true]
3. stroke - [also_possible]
4. anxiety disorder - [false]
5. migraine - [false]","1. hypoglycemia - [true]
2. anxiety disorder (panic attack) - [also_possible]
3. stroke - [more_info]
4. diabetic ketoacidosis - [more_info]
",0,0,0,1,1,1
650,"I have joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking.",osteoarthristis,"1. rheumatoid arthritis - [true]
2. osteoarthritis - [true]
3. gout - [false]
4. psoriatic arthritis - [also_possible]
5. fibromyalgia - [false]","1. osteoarthritis - [true]
2. rheumatoid arthritis - [also_possible]
3. gout - [more_info]
",0,0,0,0,0,0
651,"I have itching, skin rash, nodal skin eruptions, dischromic patches.",fungal infection,"1. psoriasis - [true]
2. eczema - [true]
3. fungal infection - [also_possible]
4. vitiligo - [false]","1.  atopic dermatitis - [also_possible]
2.  psoriasis - [also_possible]
3.  lichen planus - [also_possible]
4.  tinea versicolor (pityriasis versicolor) - [also_possible]
5.  secondary syphilis - [more_info]

**reasoning:** the symptoms (itching, skin rash, nodal skin eruptions, dischromic patches) are non-specific and can be associated with many dermatological conditions.  the listed diseases represent a range of possibilities based on the presented information.  further investigation (physical examination, potentially biopsy and other lab tests) is needed to differentiate between these and rule out other conditions.  once more information is available, the possibilities can be narrowed down, and some diagnoses may be confirmed or eliminated.
",0,0,1,0,0,0
652,"I have itching, skin rash, stomach pain, burning micturition, spotting urination.",drug reaction,"1. urinary tract infection (uti) - [true]
2. allergic reaction - [true]
3. skin infection - [also_possible]
4. gastroenteritis - [false]
5. sexually transmitted infection (sti) - [more_info]","1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) (e.g., chlamydia, gonorrhea) - [also_possible]
3. allergic reaction - [true]
4. gastroenteritis - [more_info]

",0,0,0,0,0,0
653,"I have itching, skin rash, nodal skin eruptions, dischromic patches.",fungal infection,"1. psoriasis - [true]
2. eczema - [true]
3. fungal infection - [also_possible]
4. vitiligo - [false]","1.  atopic dermatitis - [possible]
2.  psoriasis - [possible]
3.  lichen planus - [possible]
4.  pityriasis lichenoides - [possible]
5.  secondary syphilis - [possible]

",0,0,1,0,0,0
654,"I have chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum.",pneumonia,"1. pneumonia - [true]
2. covid-19 - [true]
3. tuberculosis - [also_possible]
4. influenza - [false]","1. pneumonia - [true]
2. influenza - [also_possible]
3. tuberculosis - [more_info]
4. covid-19 - [more_info]

",1,1,1,1,1,1
655,"I have fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation.",hypothyroidism,"1. hypothyroidism - [true]
2. depression - [true]
3. cushing's syndrome - [also_possible]
4. chronic fatigue syndrome - [false]
5. anemia - [false]","1. hypothyroidism - [true]
2. cushing's syndrome - [also_possible]
3. polycystic ovary syndrome (pcos) - [also_possible]
",1,1,1,1,1,1
656,"I have itching, skin rash, stomach pain, burning micturition, spotting urination.",drug reaction,"1. urinary tract infection (uti) - [true]
2. allergic reaction - [true]
3. skin infection - [also_possible]
4. gastroenteritis - [false]
5. sexually transmitted infection (sti) - [more_info]","1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) (e.g., chlamydia, gonorrhea) - [also_possible]
3. allergic reaction - [true]
4. crohn's disease - [more_info]


**reasoning:**

* **uti:** burning micturition (painful urination) and spotting urination are strong indicators of a uti.  the stomach pain could be related to the infection or a secondary effect of dehydration from the uti.

* **sti:** the combination of itching, rash, and symptoms suggestive of a uti make stis a strong possibility. many stis can present with similar symptoms.

* **allergic reaction:** itching and skin rash point towards an allergic reaction, although the other symptoms are less typical.  further investigation is needed to ascertain a potential allergen and if it relates to the other symptoms.

* **crohn's disease:** while stomach pain is present, the other symptoms are not typically associated with crohn's.  more information is required to assess this possibility.
",0,0,0,0,0,0
657,"I have vomiting, headache, weakness of one body side, altered sensorium.",paralysis (brain hemorrhage),"1. stroke - [true]
2. meningitis - [true]
3. brain tumor - [also_possible]
4. encephalitis - [more_info]","1. stroke - [true]
2. meningitis - [also_possible]
3. migraine - [more_info]
",0,0,0,0,0,0
